§1\n\n_\nEs wäre kein ewiger Weg.\nKönnten wir nennen den Namen,\nEs wäre kein ewiger Name.\n	Könnten wir weisen den *Weg*,
§183\n\nDes Himmels Weg, wie gleicht er dem Bogenspannen!\nWas hoch ist, wird niedergedrückt;\nWas tief ist, nach oben gezogen;\nWas zu viel ist, wird vermindert;\nWas unzureichend, wird aufgewogen.\nSo auch des Himmels Weg:\nEr mindert das, was zu viel,\nUnd wiegt auf, was unzureichend ist.\nDoch der Menschen Weg ist anders:\n_\nUm es darzubringen denen, die zu viel haben.\n	Sie mindern die, bei denen es nicht reicht,
§183\n\nDes Himmels Weg, wie gleicht er dem Bogenspannen!\nWas hoch ist, wird niedergedrückt;\nWas tief ist, nach oben gezogen;\nWas zu viel ist, wird vermindert;\nWas unzureichend, wird aufgewogen.\nSo auch des Himmels Weg:\nEr mindert das, was zu viel,\nUnd wiegt auf, was unzureichend ist.\nDoch der Menschen Weg ist anders:\nSie mindern die, bei denen es nicht reicht,\n_\n	Um es darzubringen denen, die zu viel haben.
§184\n\n_\nDarzubringen dem Reiche?\nNur der, der den *Weg* hat.\n	Wer ist imstande, sein Zu-Viel
§184\n\nWer ist imstande, sein Zu-Viel\n_\nNur der, der den *Weg* hat.\n	Darzubringen dem Reiche?
§184\n\nWer ist imstande, sein Zu-Viel\nDarzubringen dem Reiche?\n_\n	Nur der, der den *Weg* hat.
§185\n\n_\nEr tut, aber baut nicht darauf:\nIst das Werk vollbracht, verweilt er nicht dabei.\nDenn er wünscht nicht zu zeigen seine Trefflichkeit.\n	Deshalb der Heilige Mensch:
§185\n\nDeshalb der Heilige Mensch:\n_\nIst das Werk vollbracht, verweilt er nicht dabei.\nDenn er wünscht nicht zu zeigen seine Trefflichkeit.\n	Er tut, aber baut nicht darauf:
§185\n\nDeshalb der Heilige Mensch:\nEr tut, aber baut nicht darauf:\n_\nDenn er wünscht nicht zu zeigen seine Trefflichkeit.\n	Ist das Werk vollbracht, verweilt er nicht dabei.
§185\n\nDeshalb der Heilige Mensch:\nEr tut, aber baut nicht darauf:\nIst das Werk vollbracht, verweilt er nicht dabei.\n_\n	Denn er wünscht nicht zu zeigen seine Trefflichkeit.
§186\n\n_\nWie das Wasser.\nDennoch, im Angriff auf das Feste und Starke\nWird es durch nichts besiegt:\nDas Nicht-Sein macht ihm dies leicht.\n	Nichts auf Erden ist so weich und schwach
§186\n\nNichts auf Erden ist so weich und schwach\n_\nDennoch, im Angriff auf das Feste und Starke\nWird es durch nichts besiegt:\nDas Nicht-Sein macht ihm dies leicht.\n	Wie das Wasser.
§186\n\nNichts auf Erden ist so weich und schwach\nWie das Wasser.\n_\nWird es durch nichts besiegt:\nDas Nicht-Sein macht ihm dies leicht.\n	Dennoch, im Angriff auf das Feste und Starke
§186\n\nNichts auf Erden ist so weich und schwach\nWie das Wasser.\nDennoch, im Angriff auf das Feste und Starke\n_\nDas Nicht-Sein macht ihm dies leicht.\n	Wird es durch nichts besiegt:
§186\n\nNichts auf Erden ist so weich und schwach\nWie das Wasser.\nDennoch, im Angriff auf das Feste und Starke\nWird es durch nichts besiegt:\n_\n	Das Nicht-Sein macht ihm dies leicht.
§187\n\n_\nWeiches besiegt das Harte.\nNiemand auf Erden, der das nicht weiß,\nNiemand, der ihm zu folgen vermag.\n	Schwaches besiegt das Starke;
§187\n\nSchwaches besiegt das Starke;\n_\nNiemand auf Erden, der das nicht weiß,\nNiemand, der ihm zu folgen vermag.\n	Weiches besiegt das Harte.
§187\n\nSchwaches besiegt das Starke;\nWeiches besiegt das Harte.\n_\nNiemand, der ihm zu folgen vermag.\n	Niemand auf Erden, der das nicht weiß,
§187\n\nSchwaches besiegt das Starke;\nWeiches besiegt das Harte.\nNiemand auf Erden, der das nicht weiß,\n_\n	Niemand, der ihm zu folgen vermag.
§188\n\n_\n»Wer auf sich nimmt den Schmutz im Land,\nSei Herr des Flur- und Kornaltars genannt.\nWer Landes Unheil auf sich nimmt,\nDer ist zum König des Erdreichs bestimmt.«\n	Deshalb sagt der Heilige Mensch:
§188\n\nDeshalb sagt der Heilige Mensch:\n_\nSei Herr des Flur- und Kornaltars genannt.\nWer Landes Unheil auf sich nimmt,\nDer ist zum König des Erdreichs bestimmt.«\n	»Wer auf sich nimmt den Schmutz im Land,
§188\n\nDeshalb sagt der Heilige Mensch:\n»Wer auf sich nimmt den Schmutz im Land,\n_\nWer Landes Unheil auf sich nimmt,\nDer ist zum König des Erdreichs bestimmt.«\n	Sei Herr des Flur- und Kornaltars genannt.
§188\n\nDeshalb sagt der Heilige Mensch:\n»Wer auf sich nimmt den Schmutz im Land,\nSei Herr des Flur- und Kornaltars genannt.\n_\nDer ist zum König des Erdreichs bestimmt.«\n	Wer Landes Unheil auf sich nimmt,
§188\n\nDeshalb sagt der Heilige Mensch:\n»Wer auf sich nimmt den Schmutz im Land,\nSei Herr des Flur- und Kornaltars genannt.\nWer Landes Unheil auf sich nimmt,\n_\n	Der ist zum König des Erdreichs bestimmt.«
§189\n\n_\nOft wie Gegensinn.\n	Wahr Worte klingen
§189\n\nWahr Worte klingen\n_\n	Oft wie Gegensinn.
§190\n\n_\nVerbleibt des Grolls genug.\nWie stellen trotzdem wir\nUns mit den andern gut?\n	Wenn wir den größten Groll beschwichtigen,
§190\n\nWenn wir den größten Groll beschwichtigen,\n_\nWie stellen trotzdem wir\nUns mit den andern gut?\n	Verbleibt des Grolls genug.
§190\n\nWenn wir den größten Groll beschwichtigen,\nVerbleibt des Grolls genug.\n_\nUns mit den andern gut?\n	Wie stellen trotzdem wir
§190\n\nWenn wir den größten Groll beschwichtigen,\nVerbleibt des Grolls genug.\nWie stellen trotzdem wir\n_\n	Uns mit den andern gut?
§191\n\n_\nBEhält den linken Teil der Schuldverschreibung,\nAber treibt nicht ein von den Menschen:\nWer Tugend hat, obliegt der Schuldverschreibung\nWer tugendlos, obliegt der Schuld-Eintreibung.\n	Deshalb, der Heilige Mensch
§191\n\nDeshalb, der Heilige Mensch\n_\nAber treibt nicht ein von den Menschen:\nWer Tugend hat, obliegt der Schuldverschreibung\nWer tugendlos, obliegt der Schuld-Eintreibung.\n	BEhält den linken Teil der Schuldverschreibung,
§191\n\nDeshalb, der Heilige Mensch\nBEhält den linken Teil der Schuldverschreibung,\n_\nWer Tugend hat, obliegt der Schuldverschreibung\nWer tugendlos, obliegt der Schuld-Eintreibung.\n	Aber treibt nicht ein von den Menschen:
§191\n\nDeshalb, der Heilige Mensch\nBEhält den linken Teil der Schuldverschreibung,\nAber treibt nicht ein von den Menschen:\n_\nWer tugendlos, obliegt der Schuld-Eintreibung.\n	Wer Tugend hat, obliegt der Schuldverschreibung
§191\n\nDeshalb, der Heilige Mensch\nBEhält den linken Teil der Schuldverschreibung,\nAber treibt nicht ein von den Menschen:\nWer Tugend hat, obliegt der Schuldverschreibung\n_\n	Wer tugendlos, obliegt der Schuld-Eintreibung.
§192\n\n_\nGibt ewig dem, der sich als gut erweist.\n	Des Himmels *Weg* ist ohne Günstlingsgeist,
§192\n\nDes Himmels *Weg* ist ohne Günstlingsgeist,\n_\n	Gibt ewig dem, der sich als gut erweist.
§193\n\n_\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Ein kleines Land! Ein Volk gering an Zahl!
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\n_\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Und gäb es dort Geräte zehnfach, hundertfach
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\n_\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Von Wirkung – mach, daß man sie nicht gebraucht!
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\n_\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Mach daß das Volk ernst nimmt den Tod
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\n_\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Und nicht auswandert in die Ferne!
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\n_\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Wohl gibt es Schiff und Wagen dort,
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\n_\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Doch keinen Grund, sie aufzunehmen.
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\n_\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Laß auch die Menschen finden heim zur Knotenschnur
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\n_\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Und sie gebrauchen.
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\n_\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Mach süß ihre Speise,
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\n_\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Schön ihre Kleider,
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\n_\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Friedlich ihr Wohnen,
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\n_\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Fröhlich die Lebensweise!
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\n_\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Man sieht von weitem wohl das Nachbarland,
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\n_\nDas Volk wird aalt, und wenn sie sterben,\nWar dennoch keiner, der zum Nachbarn fand.\n	Die Hähne sind, die Hunde noch zu hören;
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\n_\nWar dennoch keiner, der zum Nachbarn fand.\n	Das Volk wird aalt, und wenn sie sterben,
§193\n\nEin kleines Land! Ein Volk gering an Zahl!\nUnd gäb es dort Geräte zehnfach, hundertfach\nVon Wirkung – mach, daß man sie nicht gebraucht!\nMach daß das Volk ernst nimmt den Tod\nUnd nicht auswandert in die Ferne!\nWohl gibt es Schiff und Wagen dort,\nDoch keinen Grund, sie aufzunehmen.\nLaß auch die Menschen finden heim zur Knotenschnur\nUnd sie gebrauchen.\nMach süß ihre Speise,\nSchön ihre Kleider,\nFriedlich ihr Wohnen,\nFröhlich die Lebensweise!\nMan sieht von weitem wohl das Nachbarland,\nDie Hähne sind, die Hunde noch zu hören;\nDas Volk wird aalt, und wenn sie sterben,\n_\n	War dennoch keiner, der zum Nachbarn fand.
§194\n\n_\nSchöne Worte sind nicht trauenswert.\nWer gut ist, disputiert nicht;\nWer disputiert, ist nicht gut.\nEin Wissender ist nicht gelehrt;\nEin Gelehrter nicht wissend.\n	Trauenswerte Worte sind nicht schön;
§194\n\nTrauenswerte Worte sind nicht schön;\n_\nWer gut ist, disputiert nicht;\nWer disputiert, ist nicht gut.\nEin Wissender ist nicht gelehrt;\nEin Gelehrter nicht wissend.\n	Schöne Worte sind nicht trauenswert.
§194\n\nTrauenswerte Worte sind nicht schön;\nSchöne Worte sind nicht trauenswert.\n_\nWer disputiert, ist nicht gut.\nEin Wissender ist nicht gelehrt;\nEin Gelehrter nicht wissend.\n	Wer gut ist, disputiert nicht;
§194\n\nTrauenswerte Worte sind nicht schön;\nSchöne Worte sind nicht trauenswert.\nWer gut ist, disputiert nicht;\n_\nEin Wissender ist nicht gelehrt;\nEin Gelehrter nicht wissend.\n	Wer disputiert, ist nicht gut.
§194\n\nTrauenswerte Worte sind nicht schön;\nSchöne Worte sind nicht trauenswert.\nWer gut ist, disputiert nicht;\nWer disputiert, ist nicht gut.\n_\nEin Gelehrter nicht wissend.\n	Ein Wissender ist nicht gelehrt;
§194\n\nTrauenswerte Worte sind nicht schön;\nSchöne Worte sind nicht trauenswert.\nWer gut ist, disputiert nicht;\nWer disputiert, ist nicht gut.\nEin Wissender ist nicht gelehrt;\n_\n	Ein Gelehrter nicht wissend.
§195\n\n_\nJe mehr er für die Menschen tut,\nDesto mehr hat er selbst.\nJe mehr er den Menschen gibt,\nDesto mehr wird ihm selbst zuteil.\n	Der Heilige Mensch häuft nicht an.
§195\n\nDer Heilige Mensch häuft nicht an.\n_\nDesto mehr hat er selbst.\nJe mehr er den Menschen gibt,\nDesto mehr wird ihm selbst zuteil.\n	Je mehr er für die Menschen tut,
